Dataset: Northeast US Fall,,,,,,
Species Name: American lobster (Homarus americanus),,,,,,
,,,,,,
HaulID,Stratum,LAT,LON,Depth,Year,wtcpue
197712 0 1010 00 1 0,1010,40.516667,-72.85,38,1977,0
197712 0 1130 00 3 0,1130,40.766667,-67.316667,93,1977,0
197712 0 1010 00 2 0,1010,40.1,-73.8,29,1977,0
197712 0 1210 00 5 0,1210,41.8,-68.2,91,1977,0
197712 0 1130 00 4 0,1130,40.833333,-68.166667,54,1977,1.7
197712 0 1010 00 3 0,1010,40.566667,-72.466667,41,1977,0
197712 0 1210 00 6 0,1210,42.1,-66.55,82,1977,0
197712 0 1130 00 5 0,1130,40.683333,-68.283333,71,1977,3.4
197712 0 1210 00 7 0,1210,42.133333,-67.2,97,1977,0
197712 0 1130 00 6 0,1130,40.616667,-67.5,96,1977,0
197712 0 1010 00 4 0,1010,40.466667,-73.216667,29,1977,0.4
197712 0 1210 00 8 0,1210,42.133333,-66.85,75,1977,0
197712 0 1130 00 7 0,1130,40.516667,-67.933333,104,1977,0
197712 0 1220 00 1 0,1220,41.983333,-67.9,175,1977,0
197712 0 1010 00 5 0,1010,40.1,-73.383333,42,1977,0.6
197712 0 1130 00 8 0,1130,41.016667,-67.316667,71,1977,0
197712 0 1010 00 6 0,1010,40.316667,-72.716667,50,1977,0.8
197712 0 1220 00 2 0,1220,41.866667,-68.15,166,1977,0
197712 0 1130 00 9 0,1130,40.416667,-68.35,108,1977,1.7
197712 0 1220 00 3 0,1220,42.15,-66.483333,155,1977,0
197712 0 1010 00 7 0,1010,40.3,-73.05,39,1977,0.6
197712 0 1140 00 1 0,1140,40.716667,-66.933333,151,1977,13.4
197712 0 1020 00 1 0,1020,39.633333,-72.783333,66,1977,0
197712 0 1140 00 2 0,1140,40.666667,-67.083333,139,1977,11
197712 0 1220 00 4 0,1220,42.183333,-67.233333,179,1977,0
197712 0 1140 00 3 0,1140,40.5,-67.483333,132,1977,3.1
197712 0 1020 00 2 0,1020,39.483333,-72.95,59,1977,0.6
197712 0 1230 00 1 0,1230,41.516667,-69.35,63,1977,0
197712 0 1140 00 4 0,1140,40.316667,-68.333333,140,1977,1.2
197712 0 1020 00 3 0,1020,39.983333,-72.116667,80,1977,0
197712 0 1230 00 10 ,1230,41.4,-69.316667,73,1977,2.9
197712 0 1150 00 1 0,1150,40.466667,-67.383333,254,1977,3.1
197712 0 1020 00 4 0,1020,39.883333,-73,53,1977,0
197712 0 1230 00 2 0,1230,41.933333,-69.833333,76,1977,5
197712 0 1150 00 2 0,1150,40.2,-68.533333,417,1977,0
197712 0 1020 00 5 0,1020,39.85,-72.45,74,1977,3.1
197712 0 1150 00 3 0,1150,40.7,-66.85,214,1977,43
197712 0 1230 00 3 0,1230,41.366667,-68.433333,73,1977,15
197712 0 1020 00 6 0,1020,39.266667,-72.85,83,1977,2.2
197712 0 1160 00 1 0,1160,41.483333,-66.283333,91,1977,0
197712 0 1230 00 4 0,1230,41.566667,-68.483333,86,1977,0
197712 0 1020 00 7 0,1020,40.1,-72.65,55,1977,0
197712 0 1160 00 10 ,1160,41.233333,-66.916667,68,1977,6
197712 0 1230 00 5 0,1230,41.3,-68.683333,80,1977,0
197712 0 1030 00 1 0,1030,39.466667,-72.35,137,1977,0
197712 0 1160 00 11 ,1160,42.016667,-66.833333,69,1977,11.5
197712 0 1230 00 6 0,1230,41.683333,-69.633333,89,1977,0
197712 0 1030 00 2 0,1030,39.366667,-72.616667,118,1977,0
197712 0 1160 00 12 ,1160,41.4,-66.983333,64,1977,6
197712 0 1030 00 3 0,1030,39.866667,-71.816667,150,1977,0
197712 0 1230 00 7 0,1230,41.233333,-69.15,91,1977,0
197712 0 1160 00 13 ,1160,41.616667,-66.683333,76,1977,9.5
197712 0 1040 00 1 0,1040,39.316667,-72.316667,239,1977,0.3
197712 0 1230 00 8 0,1230,41.433333,-68.683333,100,1977,0
197712 0 1160 00 14 ,1160,41.516667,-66.983333,64,1977,22
197712 0 1040 00 2 0,1040,39.55,-72.1,272,1977,3
197712 0 1230 00 9 0,1230,41.116667,-69.083333,101,1977,0
197712 0 1160 00 15 ,1160,41.45,-66.816667,73,1977,2.3
197712 0 1240 00 1 0,1240,42.166667,-68.783333,198,1977,0
197712 0 1160 00 16 ,1160,40.95,-66.966667,79,1977,0
197712 0 1240 00 10 ,1240,41.516667,-69.25,140,1977,9
197712 0 1160 00 17 ,1160,41.7,-66.3,85,1977,0
197712 0 1240 00 11 ,1240,41.75,-69.1,168,1977,0
197712 0 1160 00 2 0,1160,41.6,-66.516667,78,1977,1.4
197712 0 1240 00 12 ,1240,42.1,-69.166667,181,1977,0
197712 0 1240 00 2 0,1240,42.383333,-68.566667,175,1977,0
197712 0 1160 00 3 0,1160,41.766667,-66.283333,84,1977,0
197712 0 1240 00 3 0,1240,42.316667,-68.466667,191,1977,2.5
197712 0 1370 00 1 0,1370,42.733333,-68.75,196,1977,0
197712 0 1160 00 4 0,1160,41.183333,-66.55,91,1977,5
197712 0 1370 00 2 0,1370,43.083333,-69.333333,200,1977,0.5
197712 0 1240 00 4 0,1240,41.633333,-68.883333,127,1977,0
197712 0 1160 00 5 0,1160,41.783333,-66.833333,64,1977,6.5
197712 0 1240 00 5 0,1240,41.4,-68.766667,127,1977,0
197712 0 1370 00 3 0,1370,42.95,-69.433333,146,1977,0
197712 0 1160 00 6 0,1160,42.033333,-66.1,94,1977,0
197712 0 1240 00 6 0,1240,41.966667,-68.666667,158,1977,0
197712 0 1370 00 4 0,1370,42.783333,-68.55,162,1977,0
197712 0 1160 00 7 0,1160,41.15,-66.45,91,1977,1.7
197712 0 1240 00 7 0,1240,41.816667,-69.316667,188,1977,0
197712 0 1370 00 5 0,1370,43.016667,-68.65,189,1977,1
197712 0 1370 00 6 0,1370,42.766667,-69.383333,139,1977,0
197712 0 1160 00 8 0,1160,41.733333,-66.883333,64,1977,3.5
197712 0 1370 00 7 0,1370,43.066667,-68.85,191,1977,0
197712 0 1160 00 9 0,1160,41.866667,-66.333333,83,1977,1
197712 0 1380 00 1 0,1380,43.316667,-69.666667,167,1977,0
197712 0 1170 00 1 0,1170,40.966667,-66.5,174,1977,11.5
197712 0 1240 00 8 0,1240,42.233333,-68.933333,182,1977,0
197712 0 1380 00 2 0,1380,43.516667,-69.05,115,1977,2.6
197712 0 1170 00 2 0,1170,41.633333,-65.916667,124,1977,0
197712 0 1240 00 9 0,1240,42.133333,-68.533333,176,1977,0
197712 0 1380 00 3 0,1380,43.583333,-69.466667,143,1977,0
197712 0 1250 00 1 0,1250,41.35,-69.466667,34,1977,5.5
197712 0 1380 00 4 0,1380,43.833333,-68.316667,132,1977,0
197712 0 1250 00 2 0,1250,41.2,-69.366667,48,1977,0.4
197712 0 1380 00 5 0,1380,43.55,-68.383333,179,1977,0
197712 0 1170 00 3 0,1170,41.433333,-66.083333,130,1977,7
197712 0 1250 00 3 0,1250,41.9,-69.866667,55,1977,6.3
197712 0 1380 00 6 0,1380,43.616667,-68.966667,117,1977,1.4
197712 0 1250 00 4 0,1250,41.733333,-69.833333,41,1977,8.5
197712 0 1380 00 7 0,1380,43.383333,-68.683333,131,1977,0
197712 0 1170 00 4 0,1170,41.883333,-65.85,135,1977,0
197712 0 1250 00 5 0,1250,41.416667,-69.416667,39,1977,25.5
197712 0 1380 00 8 0,1380,44,-68.05,121,1977,0
197712 0 1250 00 6 0,1250,41.333333,-69.35,69,1977,1.4
197712 0 1170 00 5 0,1170,41.466667,-66.083333,126,1977,11.5
197712 0 1390 00 1 0,1390,44.2,-67.85,84,1977,25.5
197712 0 1250 00 7 0,1250,42,-69.933333,42,1977,0.2
197712 0 1390 00 2 0,1390,44.016667,-68.266667,89,1977,3.6
197712 0 1170 00 6 0,1170,41.9,-65.883333,120,1977,0
197712 0 1260 00 1 0,1260,42.533333,-70.266667,89,1977,0
197712 0 1390 00 3 0,1390,43.933333,-68.35,105,1977,3.6
197712 0 1170 00 7 0,1170,41.4,-66.216667,201,1977,2.5
197712 0 1260 00 2 0,1260,42.283333,-70.4,86,1977,1
197712 0 1180 00 1 0,1180,40.8,-66.7,221,1977,27.5
197712 0 1390 00 4 0,1390,44.316667,-67.733333,78,1977,2.3
197712 0 1260 00 3 0,1260,42.45,-70.183333,73,1977,0
197712 0 1190 00 1 0,1190,41.316667,-67.55,40,1977,0
197712 0 1400 00 1 0,1400,43.4,-70.033333,128,1977,1
197712 0 1260 00 4 0,1260,42.083333,-70.316667,56,1977,1.6
197712 0 1190 00 10 ,1190,41.633333,-67.633333,52,1977,0
197712 0 1400 00 2 0,1400,43.433333,-70.183333,85,1977,4.7
197712 0 1260 00 5 0,1260,42.533333,-70.466667,100,1977,4
197712 0 1190 00 11 ,1190,41.716667,-67.166667,58,1977,11.5
197712 0 1400 00 3 0,1400,43.6,-69.883333,81,1977,0.6
197712 0 1260 00 6 0,1260,42.3,-70.633333,48,1977,19
197712 0 1190 00 2 0,1190,40.883333,-68.483333,42,1977,0.7
197712 0 1610 00 1 0,1610,36.383333,-75,37,1977,0
197712 0 1260 00 7 0,1260,42.633333,-70.166667,84,1977,0
197712 0 1190 00 3 0,1190,41.5,-67.383333,48,1977,4
197712 0 1610 00 2 0,1610,36.133333,-75.1,34,1977,0.2
197712 0 1260 00 8 0,1260,42.45,-70.283333,82,1977,0.6
197712 0 1190 00 4 0,1190,41.35,-67.783333,35,1977,0
197712 0 1610 00 3 0,1610,35.683333,-74.95,48,1977,0
197712 0 1260 00 9 0,1260,42.4,-70.666667,63,1977,9.5
197712 0 1190 00 5 0,1190,41.433333,-67.483333,36,1977,0.4
197712 0 1610 00 4 0,1610,36.3,-75.266667,30,1977,0
197712 0 1190 00 6 0,1190,40.666667,-68.566667,55,1977,0
197712 0 1270 00 1 0,1270,42.833333,-70,181,1977,0
197712 0 1610 00 5 0,1610,36.416667,-75.5,27,1977,0
197712 0 1190 00 7 0,1190,41.2,-68.116667,46,1977,1
197712 0 1270 00 2 0,1270,43.133333,-69.95,162,1977,1
197712 0 1620 00 1 0,1620,35.8,-74.883333,85,1977,0
197712 0 1190 00 8 0,1190,41.033333,-67.783333,51,1977,2.5
197712 0 1620 00 2 0,1620,36.2,-74.9,60,1977,0
197712 0 1270 00 3 0,1270,42.55,-70,134,1977,1.4
197712 0 1190 00 9 0,1190,40.816667,-68.283333,55,1977,5
197712 0 1630 00 1 0,1630,36.05,-74.8,151,1977,0
197712 0 1270 00 4 0,1270,42.75,-70.033333,143,1977,0
197712 0 1200 00 1 0,1200,41.966667,-67.316667,55,1977,0
197712 0 1630 00 2 0,1630,36.45,-74.783333,118,1977,0
197712 0 1270 00 5 0,1270,43.133333,-70.233333,134,1977,0
197712 0 1200 00 2 0,1200,41.783333,-67.733333,30,1977,1.8
197712 0 1650 00 1 0,1650,36.85,-75.066667,33,1977,0
197712 0 1270 00 6 0,1270,43.05,-70.133333,150,1977,0
197712 0 1200 00 3 0,1200,41.483333,-68.233333,48,1977,0
197712 0 1650 00 10 ,1650,37.65,-74.683333,55,1977,0
197712 0 1270 00 7 0,1270,42.933333,-70.266667,166,1977,0
197712 0 1200 00 4 0,1200,41.8,-67.683333,39,1977,0
197712 0 1650 00 2 0,1650,37.616667,-75.3,20,1977,0
197712 0 1270 00 8 0,1270,42.666667,-69.983333,172,1977,0
197712 0 3290 00 2 0,3290,38.35,-74.816667,19,1977,0
197712 0 1650 00 3 0,1650,37.3,-75.15,27,1977,0
197712 0 1200 00 5 0,1200,41.433333,-68.033333,37,1977,1.4
197712 0 1270 00 9 0,1270,42.1,-69.783333,189,1977,0
197712 0 1650 00 4 0,1650,37.033333,-75.583333,22,1977,0
197712 0 3320 00 1 0,3320,37.883333,-75.083333,12,1977,0
197712 0 1280 00 1 0,1280,42.266667,-69.716667,229,1977,0
197712 0 1650 00 5 0,1650,37.05,-75.2,35,1977,0
197712 0 3320 00 2 0,3320,37.733333,-75.183333,20,1977,0
197712 0 3350 00 1 0,3350,37.266667,-75.516667,20,1977,0
197712 0 3350 00 2 0,3350,37.516667,-75.4,20,1977,0
197712 0 3380 00 1 0,3380,36.866667,-75.683333,20,1977,0
197712 0 1280 00 10 ,1280,42.066667,-69.516667,214,1977,0
197712 0 1650 00 6 0,1650,36.633333,-74.866667,48,1977,0
197712 0 3380 00 2 0,3380,36.5,-75.666667,21,1977,0
197712 0 1280 00 11 ,1280,42.2,-69.416667,203,1977,0
197712 0 3410 00 1 0,3410,36.05,-75.433333,23,1977,0
197712 0 1280 00 2 0,1280,41.9,-69.233333,205,1977,0
197712 0 3410 00 2 0,3410,36.25,-75.533333,26,1977,0
197712 0 3440 00 1 0,3440,35.466667,-75.25,29,1977,0
197712 0 1280 00 3 0,1280,41.95,-69.4,292,1977,0
197712 0 3440 00 2 0,3440,35.7,-75.4,20,1977,0
197712 0 1280 00 4 0,1280,42.666667,-69.6,273,1977,0
197712 0 3450 00 1 0,3450,41.333333,-71.033333,26,1977,0.2
197712 0 1280 00 5 0,1280,42.866667,-69.7,190,1977,0
197712 0 3450 00 2 0,3450,41.25,-71.5,37,1977,0
197712 0 1280 00 6 0,1280,42.3,-68.85,207,1977,0
197712 0 1280 00 7 0,1280,42.416667,-69.383333,244,1977,0
197712 0 1280 00 8 0,1280,42.416667,-69.933333,224,1977,0
197712 0 1280 00 9 0,1280,42.033333,-69.216667,206,1977,0
197712 0 1290 00 1 0,1290,42.3,-68.383333,205,1977,0
197712 0 1650 00 7 0,1650,36.833333,-75.516667,22,1977,0
197712 0 1290 00 2 0,1290,42.25,-67.9,235,1977,0
197712 0 1650 00 8 0,1650,36.7,-75.366667,22,1977,0
197712 0 1290 00 3 0,1290,42.666667,-68.316667,206,1977,0
197712 0 1650 00 9 0,1650,37.516667,-74.933333,32,1977,0
197712 0 1290 00 4 0,1290,42.583333,-66.666667,187,1977,0
197712 0 1660 00 1 0,1660,37.5,-74.65,58,1977,0
197712 0 1290 00 5 0,1290,42.083333,-68.116667,218,1977,0
197712 0 1660 00 2 0,1660,37.233333,-74.75,63,1977,0
197712 0 1290 00 6 0,1290,42.25,-66.433333,243,1977,0
197712 0 1660 00 3 0,1660,36.883333,-74.783333,63,1977,0
197712 0 1670 00 1 0,1670,36.933333,-74.633333,133,1977,3
197712 0 1290 00 7 0,1290,42.25,-66.866667,258,1977,0
197712 0 1690 00 1 0,1690,37.816667,-74.766667,37,1977,0
197712 0 1290 00 8 0,1290,42.7,-67.466667,200,1977,0
197712 0 1690 00 10 ,1690,38.933333,-74.466667,36,1977,0
197712 0 1300 00 1 0,1300,42.483333,-67.016667,324,1977,0
197712 0 1690 00 2 0,1690,38.1,-74.783333,19,1977,0
197712 0 1300 00 2 0,1300,42.383333,-66.816667,338,1977,0
197712 0 1690 00 3 0,1690,38.416667,-74.116667,54,1977,0
197712 0 1300 00 3 0,1300,42.366667,-67.4,334,1977,0
197712 0 1690 00 4 0,1690,38.833333,-74.466667,23,1977,0
197712 0 1340 00 1 0,1340,44.033333,-67.166667,124,1977,0
197712 0 1690 00 5 0,1690,38.05,-74.416667,43,1977,0
197712 0 1340 00 2 0,1340,43.2,-66.816667,144,1977,1.8
197712 0 1690 00 6 0,1690,38.466667,-74.633333,25,1977,0
197712 0 1340 00 3 0,1340,43.383333,-66.766667,141,1977,1.7
197712 0 1690 00 7 0,1690,38.266667,-74.483333,40,1977,0
197712 0 1690 00 8 0,1690,38.683333,-74.316667,36,1977,0
197712 0 1340 00 4 0,1340,43.6,-66.7,109,1977,1.7
197712 0 1690 00 9 0,1690,38.583333,-73.983333,48,1977,0
197712 0 1360 00 1 0,1360,43.216667,-67.983333,209,1977,0
197712 0 1700 00 1 0,1700,37.85,-74.183333,108,1977,0
197712 0 1360 00 2 0,1360,43.7,-67.433333,208,1977,1.2
197712 0 1700 00 2 0,1700,38.35,-73.916667,66,1977,0
197712 0 1360 00 3 0,1360,43.5,-67,208,1977,0
197712 0 1700 00 3 0,1700,37.633333,-74.35,99,1977,0.1
197712 0 1360 00 4 0,1360,42.9,-67.916667,157,1977,0
197712 0 1360 00 5 0,1360,42.95,-67.5,250,1977,1
197712 0 1700 00 4 0,1700,38.15,-73.95,106,1977,0
197712 0 1360 00 6 0,1360,43.383333,-67.783333,265,1977,10.5
197712 0 1710 00 1 0,1710,38.35,-73.65,121,1977,0.5
197712 0 1360 00 7 0,1360,42.916667,-68.366667,153,1977,0
197712 0 1710 00 2 0,1710,37.983333,-73.983333,137,1977,0
197712 0 1360 00 8 0,1360,43.366667,-68.116667,216,1977,0
197712 0 1730 00 1 0,1730,39.183333,-73.633333,40,1977,1.3
197712 0 1730 00 2 0,1730,39.316667,-73.9,33,1977,0
197712 0 1360 00 9 0,1360,44,-67.65,204,1977,1.5
197712 0 1730 00 3 0,1730,39.633333,-73.383333,35,1977,0.6
197712 0 1730 00 4 0,1730,39.566667,-73.8,25,1977,1
197712 0 1730 00 5 0,1730,39.15,-73.416667,51,1977,0
197712 0 1730 00 6 0,1730,39.766667,-73.733333,27,1977,0
197712 0 1730 00 7 0,1730,38.75,-73.733333,49,1977,0.8
197712 0 1730 00 8 0,1730,38.933333,-74.116667,40,1977,5.5
197712 0 1740 00 1 0,1740,38.95,-73.366667,64,1977,7.2
197712 0 1740 00 2 0,1740,38.583333,-73.316667,110,1977,0
197712 0 1740 00 3 0,1740,39.183333,-73.066667,69,1977,0
197712 0 1740 00 4 0,1740,38.716667,-73.483333,72,1977,0
197712 0 1740 00 5 0,1740,38.983333,-73.133333,77,1977,8.5
197712 0 1750 00 1 0,1750,39.1,-72.816667,113,1977,0
197712 0 1750 00 2 0,1750,38.666667,-73.166667,157,1977,0.6
197712 0 1760 00 1 0,1760,38.516667,-73.266667,200,1977,2.6
197712 0 1760 00 2 0,1760,38.966667,-72.833333,264,1977,0
197712 0 3020 00 1 0,3020,41.016667,-71.733333,36,1977,0
197712 0 3050 00 1 0,3050,40.916667,-72.016667,27,1977,0.4
197712 0 3050 00 2 0,3050,40.816667,-72.35,25,1977,0
197712 0 3080 00 1 0,3080,40.733333,-72.666667,25,1977,0
197712 0 3080 00 2 0,3080,40.566667,-73.1,24,1977,0
197712 0 3110 00 1 0,3110,40.4,-73.4,28,1977,0
197712 0 3110 00 2 0,3110,40.316667,-73.633333,24,1977,0
197712 0 3140 00 1 0,3140,40.233333,-73.866667,21,1977,5
197712 0 3140 00 2 0,3140,40.35,-73.733333,25,1977,0.3
197712 0 3170 00 1 0,3170,40,-73.85,23,1977,0
197712 0 3170 00 2 0,3170,39.75,-73.883333,24,1977,0
197712 0 3200 00 1 0,3200,39.183333,-74.233333,23,1977,0
197712 0 3200 00 2 0,3200,39.35,-74.1,23,1977,0
197712 0 3230 00 1 0,3230,39.033333,-74.516667,18,1977,0
197712 0 3230 00 2 0,3230,38.85,-74.65,13,1977,0
197712 0 3260 00 1 0,3260,38.566667,-74.866667,23,1977,0
197712 0 3260 00 2 0,3260,38.5,-74.8,23,1977,0
197712 0 3290 00 1 0,3290,38.166667,-74.9,23,1977,0
197806 0 1010 00 1 0,1010,39.816667,-73.55,35,1978,2.6
197806 0 1010 00 2 0,1010,40.55,-72.383333,45,1978,0
197806 0 1010 00 3 0,1010,39.966667,-73.15,56,1978,0
197806 0 1010 00 4 0,1010,40.333333,-73.416667,28,1978,0
197806 0 1010 00 5 0,1010,39.583333,-73.066667,46,1978,0
197806 0 1010 00 6 0,1010,40.45,-72.8,39,1978,0
197806 0 1010 00 7 0,1010,40.583333,-72.666667,37,1978,1.2
197806 0 1010 00 8 0,1010,40.216667,-72.95,46,1978,0.5
197806 0 1020 00 1 0,1020,39.8,-72.616667,58,1978,0
197806 0 1020 00 2 0,1020,39.55,-72.766667,66,1978,0
197806 0 1020 00 3 0,1020,39.783333,-72.266667,94,1978,0
197806 0 1020 00 4 0,1020,40.133333,-72.116667,64,1978,0
197806 0 1020 00 5 0,1020,40.05,-71.966667,80,1978,1.3
197806 0 1020 00 6 0,1020,40.183333,-72.383333,66,1978,0
197806 0 1020 00 7 0,1020,40.166667,-72.45,65,1978,0
197806 0 1030 00 1 0,1030,39.75,-71.966667,151,1978,0.4
197806 0 1030 00 2 0,1030,39.166667,-72.616667,146,1978,0
197806 0 1030 00 3 0,1030,39.4,-72.533333,121,1978,0
197806 0 1040 00 1 0,1040,39.683333,-71.966667,210,1978,3.1
197806 0 1050 00 1 0,1050,41.133333,-71.033333,31,1978,1.3
197806 0 1050 00 10 ,1050,41,-71.116667,45,1978,1.6
197806 0 1050 00 2 0,1050,41,-71.683333,39,1978,1
197806 0 1050 00 3 0,1050,40.7,-72.383333,36,1978,0
197806 0 1050 00 4 0,1050,41.05,-71.25,42,1978,1.5
197806 0 1050 00 5 0,1050,40.916667,-71.25,56,1978,1.5
197806 0 1050 00 6 0,1050,40.85,-70.85,53,1978,4.3
197806 0 1050 00 7 0,1050,40.6,-72.166667,49,1978,0
197806 0 1050 00 8 0,1050,40.85,-72,39,1978,0
197806 0 1050 00 9 0,1050,41.283333,-71.366667,34,1978,11.3
197806 0 1060 00 1 0,1060,40.383333,-71.516667,79,1978,0
197806 0 1130 00 1 0,1130,40.633333,-67.666667,81,1978,0
197806 0 1060 00 10 ,1060,40.8,-71.65,57,1978,0
197806 0 1130 00 10 ,1130,40.916667,-67.8,59,1978,0
197806 0 1060 00 11 ,1060,40.433333,-71.016667,81,1978,0.7
197806 0 1130 00 11 ,1130,40.65,-68.716667,61,1978,2.5
197806 0 1060 00 12 ,1060,40.566667,-71.816667,64,1978,3
197806 0 1130 00 12 ,1130,40.6,-67.766667,84,1978,2.8
197806 0 1060 00 13 ,1060,40.683333,-71.616667,66,1978,0.2
197806 0 1130 00 13 ,1130,40.983333,-67.3,72,1978,1
197806 0 1060 00 14 ,1060,40.566667,-71.25,66,1978,0
197806 0 1130 00 14 ,1130,40.566667,-68.033333,96,1978,0
197806 0 1060 00 15 ,1060,40.35,-70.7,89,1978,1.7
197806 0 1130 00 15 ,1130,41.016667,-67.266667,68,1978,2.5
197806 0 1060 00 16 ,1060,40.383333,-71.316667,77,1978,0
197806 0 1130 00 16 ,1130,40.883333,-68.7,66,1978,4.2
197806 0 1060 00 17 ,1060,40.266667,-71.266667,92,1978,2
197806 0 1130 00 17 ,1130,40.783333,-67.933333,71,1978,0
197806 0 1060 00 2 0,1060,40.5,-72.233333,54,1978,0
197806 0 1130 00 18 ,1130,40.966667,-67.5,63,1978,0
197806 0 1060 00 3 0,1060,40.55,-72.05,54,1978,0
197806 0 1130 00 2 0,1130,40.8,-67.3,91,1978,0
197806 0 1060 00 4 0,1060,40.416667,-71.983333,65,1978,0
197806 0 1130 00 3 0,1130,40.716667,-68.183333,68,1978,1.9
197806 0 1060 00 5 0,1060,40.633333,-71.45,63,1978,0
197806 0 1130 00 4 0,1130,40.6,-68.45,70,1978,8
197806 0 1060 00 6 0,1060,40.166667,-71.766667,79,1978,1.7
197806 0 1130 00 5 0,1130,40.966667,-67.2,77,1978,0
197806 0 1060 00 7 0,1060,40.066667,-71.8,87,1978,0.7
197806 0 1130 00 6 0,1130,41.116667,-67.383333,58,1978,3.5
197806 0 1130 00 7 0,1130,40.35,-68.466667,105,1978,0
197806 0 1130 00 8 0,1130,40.516667,-68.65,70,1978,0
197806 0 1060 00 8 0,1060,40.583333,-70.916667,70,1978,0
197806 0 1130 00 9 0,1130,40.85,-68.866667,68,1978,1
197806 0 1060 00 9 0,1060,40.566667,-71.633333,71,1978,0
197806 0 1140 00 1 0,1140,40.216667,-68.666667,138,1978,0.6
197806 0 1070 00 1 0,1070,40.166667,-70.833333,131,1978,0
197806 0 1140 00 2 0,1140,40.4,-67.733333,140,1978,0
197806 0 1070 00 2 0,1070,40.05,-70.533333,176,1978,0.7
197806 0 1140 00 3 0,1140,40.433333,-67.916667,145,1978,0
197806 0 1070 00 3 0,1070,40.083333,-71.15,173,1978,1
197806 0 1140 00 4 0,1140,40.533333,-67.716667,131,1978,0.5
197806 0 1080 00 1 0,1080,40,-70.75,258,1978,3.5
197806 0 1150 00 1 0,1150,40.2,-68.483333,262,1978,0
197806 0 1080 00 2 0,1080,39.883333,-71.6,283,1978,2.5
197806 0 1080 00 3 0,1080,40.033333,-70.816667,223,1978,0.5
197806 0 1150 00 2 0,1150,40.733333,-66.8,214,1978,1.2
197806 0 1150 00 3 0,1150,40.3,-68.016667,236,1978,0
197806 0 1090 00 1 0,1090,41.216667,-70.65,28,1978,0
197806 0 1090 00 10 ,1090,40.933333,-70.533333,47,1978,3.6
197806 0 1160 00 1 0,1160,41.85,-66.066667,93,1978,0
197806 0 1160 00 10 ,1160,41.75,-66.533333,73,1978,0
197806 0 1090 00 2 0,1090,40.7,-70.016667,40,1978,1.5
197806 0 1160 00 11 ,1160,41.95,-66.85,59,1978,0
197806 0 1090 00 3 0,1090,41.016667,-70.383333,38,1978,5
197806 0 1160 00 12 ,1160,41.483333,-66.3,89,1978,0
197806 0 1090 00 4 0,1090,41.033333,-70.7,44,1978,0
197806 0 1160 00 13 ,1160,41.8,-66.95,61,1978,0
197806 0 1090 00 5 0,1090,41.1,-70.3,32,1978,1.5
197806 0 1160 00 14 ,1160,42,-66.516667,80,1978,0
197806 0 1090 00 6 0,1090,40.783333,-69.45,46,1978,0
197806 0 1160 00 15 ,1160,42,-66.35,84,1978,0
197806 0 1090 00 7 0,1090,40.75,-69.55,44,1978,0
197806 0 1090 00 8 0,1090,40.883333,-70.25,39,1978,0
197806 0 1160 00 16 ,1160,41.45,-66.883333,67,1978,3.7
197806 0 1090 00 9 0,1090,41.216667,-70.416667,32,1978,0
197806 0 1160 00 17 ,1160,41.466667,-66.15,92,1978,0
197806 0 1160 00 18 ,1160,41.65,-66.366667,82,1978,0
197806 0 1100 00 1 0,1100,40.083333,-69.733333,109,1978,0
197806 0 1160 00 19 ,1160,41.583333,-66.216667,91,1978,0
197806 0 1100 00 10 ,1100,40.283333,-68.933333,98,1978,1.7
197806 0 1160 00 2 0,1160,41.6,-66.716667,70,1978,16.5
197806 0 1100 00 11 ,1100,40.2,-70.25,105,1978,0
197806 0 1160 00 20 ,1160,41.866667,-65.95,102,1978,0
197806 0 1200 00 6 0,1200,41.583333,-68.1,34,1978,1
197806 0 1100 00 12 ,1100,40.216667,-69.95,93,1978,0
197806 0 1160 00 21 ,1160,41.4,-66.666667,82,1978,0
197806 0 1100 00 13 ,1100,40.3,-69.25,84,1978,2.5
197806 0 1200 00 7 0,1200,41.183333,-68.483333,59,1978,3
197806 0 1200 00 8 0,1200,41.7,-67.716667,33,1978,2
197806 0 1100 00 14 ,1100,40.366667,-69.1,84,1978,0
197806 0 1160 00 22 ,1160,41.066667,-67.1,64,1978,1.3
197806 0 1200 00 9 0,1200,41.616667,-68.25,29,1978,0.4
197806 0 1100 00 15 ,1100,40.516667,-70.3,62,1978,0
197806 0 1160 00 23 ,1160,41.533333,-66.766667,71,1978,1
197806 0 1210 00 1 0,1210,42.083333,-66.583333,81,1978,0
197806 0 1100 00 16 ,1100,40.566667,-69.766667,64,1978,1.5
197806 0 1160 00 24 ,1160,41.466667,-67.066667,60,1978,7.5
197806 0 1210 00 2 0,1210,42.133333,-66.766667,99,1978,0
197806 0 1210 00 3 0,1210,42.066667,-67.533333,83,1978,0
197806 0 1100 00 3 0,1100,40.516667,-70.55,68,1978,2.5
197806 0 1100 00 4 0,1100,40.533333,-68.933333,71,1978,0.2
197806 0 1100 00 5 0,1100,40.3,-69.616667,74,1978,0
197806 0 1210 00 4 0,1210,42.1,-67.133333,66,1978,0
197806 0 1100 00 6 0,1100,40.45,-69.35,70,1978,0
197806 0 1210 00 5 0,1210,41.733333,-68.316667,78,1978,0
197806 0 1210 00 6 0,1210,41.833333,-68.1,75,1978,0
